#Linear Position. Run #14
#Time ( s )	Linear Position ( m )
16.9000	-1.383
16.9250	-1.421
16.9500	-1.495
16.9750	-1.570
17.0000	-1.608
17.0250	-1.682
17.0500	-1.720
17.0750	-1.757
17.1000	-1.794
17.1250	-1.832
17.1500	-1.869
17.1750	-1.869
17.2000	-1.907
17.2250	-1.907
17.2500	-1.907
17.2750	-1.944
17.3000	-1.944
17.3250	-1.981
17.3500	-1.981
17.3750	-1.981
17.4000	-1.981
17.4250	-1.981
17.4500	-1.981
17.4750	-1.981
17.5000	-1.981
17.5250	-1.981
17.5500	-1.981
17.5750	-1.981
17.6000	-1.981
17.6250	-1.981
17.6500	-1.944
17.6750	-1.907
17.7000	-1.869
17.7250	-1.869
17.7500	-1.832
17.7750	-1.794
17.8000	-1.757
17.8250	-1.682
17.8500	-1.608
17.8750	-1.570
17.9000	-1.495
17.9250	-1.421
17.9500	-1.383
17.9750	-1.308
18.0000	-1.271
18.0250	-1.196
18.0500	-1.159
18.0750	-1.122
18.1000	-1.047
18.1250	-1.009
18.1500	-0.972
18.1750	-0.897
18.2000	-0.822
18.2250	-0.748
18.2500	-0.710
18.2750	-0.636
18.3000	-0.598
18.3250	-0.561
18.3500	-0.523
18.3750	-0.523
18.4000	-0.523
18.4250	-0.486
18.4500	-0.449
18.4750	-0.449
18.5000	-0.449
18.5250	-0.411
18.5500	-0.411
18.5750	-0.411
18.6000	-0.411
18.6250	-0.411
18.6500	-0.374
18.6750	-0.374
18.7000	-0.374
18.7250	-0.374
18.7500	-0.374
18.7750	-0.411
18.8000	-0.411
18.8250	-0.449
18.8500	-0.486
18.8750	-0.486
18.9000	-0.523
18.9250	-0.561
18.9500	-0.598
18.9750	-0.636
19.0000	-0.673
19.0250	-0.710
19.0500	-0.785
19.0750	-0.860
19.1000	-0.897
19.1250	-0.972
19.1500	-1.047
19.1750	-1.122
19.2000	-1.159
19.2250	-1.234
19.2500	-1.308
19.2750	-1.346
19.3000	-1.383
19.3250	-1.458
19.3500	-1.495
19.3750	-1.533
19.4000	-1.570
19.4250	-1.608
19.4500	-1.682
19.4750	-1.720
19.5000	-1.757
19.5250	-1.794
19.5500	-1.832
19.5750	-1.869
19.6000	-1.907
19.6250	-1.907
19.6500	-1.907
19.6750	-1.944
19.7000	-1.944
19.7250	-1.981
19.7500	-1.981
19.7750	-1.981
19.8000	-2.019
19.8250	-2.019
19.8500	-2.019
19.8750	-2.019
19.9000	-2.019
19.9250	-2.019
19.9500	-2.019
19.9750	-1.981
20.0000	-1.981
20.0250	-1.981
20.0500	-1.944
20.0750	-1.907
20.1000	-1.907
20.1250	-1.869
20.1500	-1.832
20.1750	-1.794
20.2000	-1.757
20.2250	-1.720
20.2500	-1.645
20.2750	-1.570
20.3000	-1.495
20.3250	-1.421
20.3500	-1.383
20.3750	-1.308
20.4000	-1.271
20.4250	-1.234
20.4500	-1.196
20.4750	-1.122
20.5000	-1.084
20.5250	-1.009
20.5500	-0.972
20.5750	-0.897
20.6000	-0.822
20.6250	-0.748
20.6500	-0.673
20.6750	-0.636
20.7000	-0.598
20.7250	-0.561
20.7500	-0.561
20.7750	-0.561
20.8000	-0.523
20.8250	-0.523
20.8500	-0.486
20.8750	-0.486
20.9000	-0.449
20.9250	-0.449
20.9500	-0.449
20.9750	-0.449
21.0000	-0.449
21.0250	-0.449
21.0500	-0.449
21.0750	-0.449
21.1000	-0.449
21.1250	-0.449
21.1500	-0.449
21.1750	-0.449
21.2000	-0.449
21.2250	-0.449
21.2500	-0.486
21.2750	-0.523
21.3000	-0.523
21.3250	-0.561
21.3500	-0.598
21.3750	-0.673
21.4000	-0.710
21.4250	-0.748
21.4500	-0.785
21.4750	-0.860
21.5000	-0.897
21.5250	-0.972
21.5500	-1.047
21.5750	-1.084
21.6000	-1.159
21.6250	-1.196
21.6500	-1.271
21.6750	-1.308
21.7000	-1.346
21.7250	-1.421
21.7500	-1.458
21.7750	-1.495
21.8000	-1.570
21.8250	-1.608
21.8500	-1.682
21.8750	-1.720
21.9000	-1.757
21.9250	-1.794
21.9500	-1.832
21.9750	-1.869
22.0000	-1.869
22.0250	-1.907
22.0500	-1.907
22.0750	-1.944
22.1000	-1.944
22.1250	-1.944
22.1500	-1.944
22.1750	-1.944
22.2000	-1.944
22.2250	-1.944
22.2500	-1.944
22.2750	-1.944
22.3000	-1.944
22.3250	-1.944
22.3500	-1.944
22.3750	-1.944
22.4000	-1.944
22.4250	-1.944
22.4500	-1.944
22.4750	-1.944
22.5000	-1.907
22.5250	-1.907
22.5500	-1.869
22.5750	-1.794
22.6000	-1.757
22.6250	-1.682
22.6500	-1.608
22.6750	-1.570
22.7000	-1.533
22.7250	-1.458
22.7500	-1.421
22.7750	-1.383
22.8000	-1.308
22.8250	-1.271
22.8500	-1.196
22.8750	-1.122
22.9000	-1.084
22.9250	-1.009
22.9500	-0.972
22.9750	-0.897
23.0000	-0.860
23.0250	-0.785
23.0500	-0.748
23.0750	-0.673
23.1000	-0.636
23.1250	-0.598
23.1500	-0.561
23.1750	-0.561
23.2000	-0.523
23.2250	-0.523
23.2500	-0.486
23.2750	-0.486
23.3000	-0.486
23.3250	-0.449
23.3500	-0.449
23.3750	-0.449
23.4000	-0.449
23.4250	-0.449
23.4500	-0.449
23.4750	-0.449
23.5000	-0.449
23.5250	-0.411
23.5500	-0.411
23.5750	-0.449
23.6000	-0.449
23.6250	-0.449
23.6500	-0.449
23.6750	-0.523
23.7000	-0.561
23.7250	-0.598
23.7500	-0.636
23.7750	-0.673
23.8000	-0.710
23.8250	-0.748
23.8500	-0.785
23.8750	-0.822
23.9000	-0.897
23.9250	-0.935
23.9500	-1.009
23.9750	-1.122
24.0000	-1.159
24.0250	-1.196
24.0500	-1.271
24.0750	-1.308
24.1000	-1.383
24.1250	-1.421
24.1500	-1.495
24.1750	-1.533
24.2000	-1.608
24.2250	-1.608
24.2500	-1.645
24.2750	-1.720
24.3000	-1.757
24.3250	-1.832
24.3500	-1.869
24.3750	-1.907
24.4000	-1.944
24.4250	-1.944
24.4500	-1.944
24.4750	-1.981
24.5000	-2.019
24.5250	-2.019
24.5500	-2.019
24.5750	-2.019
24.6000	-2.019
24.6250	-2.019
24.6500	-2.019
24.6750	-2.019
24.7000	-2.019
24.7250	-2.019
24.7500	-2.019
24.7750	-1.981
24.8000	-1.981
24.8250	-1.981
24.8500	-1.944
24.8750	-1.907
24.9000	-1.869
24.9250	-1.869
24.9500	-1.794
24.9750	-1.794
25.0000	-1.757
25.0250	-1.720
25.0500	-1.645
25.0750	-1.570
25.1000	-1.495
25.1250	-1.421
25.1500	-1.346
25.1750	-1.308
25.2000	-1.271
25.2250	-1.234
25.2500	-1.159
25.2750	-1.122
25.3000	-1.084
25.3250	-1.009
25.3500	-0.972
25.3750	-0.897
25.4000	-0.860
25.4250	-0.785
25.4500	-0.710
25.4750	-0.636
25.5000	-0.598
25.5250	-0.561
25.5500	-0.523
25.5750	-0.523
25.6000	-0.486
25.6250	-0.449
25.6500	-0.449
25.6750	-0.411
25.7000	-0.411
25.7250	-0.411
25.7500	-0.374
25.7750	-0.374
25.8000	-0.374
25.8250	-0.374
25.8500	-0.374
25.8750	-0.374
25.9000	-0.374
25.9250	-0.374
25.9500	-0.374
25.9750	-0.374
26.0000	-0.411
26.0250	-0.411
26.0500	-0.449
26.0750	-0.486
26.1000	-0.523
26.1250	-0.561
26.1500	-0.561
26.1750	-0.598
26.2000	-0.636
26.2250	-0.710
26.2500	-0.748
26.2750	-0.822
26.3000	-0.860
26.3250	-0.935
26.3500	-1.009
26.3750	-1.047
26.4000	-1.122
26.4250	-1.159
26.4500	-1.196
26.4750	-1.271
26.5000	-1.308
26.5250	-1.346
26.5500	-1.421
26.5750	-1.458
26.6000	-1.533
26.6250	-1.608
26.6500	-1.645
26.6750	-1.720
26.7000	-1.757
26.7250	-1.794
26.7500	-1.832
26.7750	-1.869
26.8000	-1.869
26.8250	-1.907
26.8500	-1.907
26.8750	-1.907
26.9000	-1.944
26.9250	-1.944
26.9500	-1.981
26.9750	-1.981
27.0000	-1.981
27.0250	-1.981
27.0500	-1.981
27.0750	-1.981
27.1000	-1.981
27.1250	-1.981
27.1500	-1.981
27.1750	-1.981
27.2000	-1.981
27.2250	-1.981
27.2500	-1.981
27.2750	-1.944
27.3000	-1.944
27.3250	-1.907
27.3500	-1.869
27.3750	-1.832
27.4000	-1.794
27.4250	-1.757
27.4500	-1.720
27.4750	-1.645
27.5000	-1.608
27.5250	-1.533
27.5500	-1.495
27.5750	-1.421
27.6000	-1.383
27.6250	-1.308
27.6500	-1.271
27.6750	-1.196
27.7000	-1.159
27.7250	-1.122
27.7500	-1.047
27.7750	-1.009
27.8000	-0.935
27.8250	-0.860
27.8500	-0.822
27.8750	-0.748
27.9000	-0.710
27.9250	-0.636
27.9500	-0.598
27.9750	-0.561
28.0000	-0.523
28.0250	-0.523
28.0500	-0.523
28.0750	-0.486
28.1000	-0.486
28.1250	-0.449
28.1500	-0.449
28.1750	-0.411
28.2000	-0.411
28.2250	-0.411
28.2500	-0.411
28.2750	-0.411
28.3000	-0.374
28.3250	-0.374
28.3500	-0.374
28.3750	-0.411
28.4000	-0.449
28.4250	-0.449
28.4500	-0.449
28.4750	-0.486
28.5000	-0.523
28.5250	-0.523
