#Linear Position. Run #5
#Time ( s )	Linear Position ( m )
18.2500	-11.440
18.2750	-11.552
18.3000	-11.814
18.3250	-12.150
18.3500	-12.599
18.3750	-13.085
18.4000	-13.571
18.4250	-14.057
18.4500	-14.431
18.4750	-14.692
18.5000	-14.804
18.5250	-14.767
18.5500	-14.580
18.5750	-14.281
18.6000	-13.870
18.6250	-13.421
18.6500	-12.973
18.6750	-12.487
18.7000	-12.075
18.7250	-11.739
18.7500	-11.515
18.7750	-11.477
18.8000	-11.589
18.8250	-11.888
18.8500	-12.262
18.8750	-12.711
18.9000	-13.197
18.9250	-13.720
18.9500	-14.206
18.9750	-14.580
19.0000	-14.804
19.0250	-14.842
19.0500	-14.767
19.0750	-14.505
19.1000	-14.169
19.1250	-13.758
19.1500	-13.309
19.1750	-12.860
19.2000	-12.374
19.2250	-12.001
19.2500	-11.702
19.2750	-11.552
19.3000	-11.552
19.3250	-11.664
19.3500	-11.963
19.3750	-12.337
19.4000	-12.786
19.4250	-13.272
19.4500	-13.758
19.4750	-14.206
19.5000	-14.580
19.5250	-14.804
19.5500	-14.842
19.5750	-14.730
19.6000	-14.468
19.6250	-14.094
19.6500	-13.683
19.6750	-13.234
19.7000	-12.748
19.7250	-12.262
19.7500	-11.888
19.7750	-11.627
19.8000	-11.515
19.8250	-11.552
19.8500	-11.739
19.8750	-12.038
19.9000	-12.412
19.9250	-12.898
19.9500	-13.384
19.9750	-13.870
20.0000	-14.281
20.0250	-14.618
20.0500	-14.767
20.0750	-14.804
20.1000	-14.655
20.1250	-14.393
20.1500	-14.019
20.1750	-13.571
20.2000	-13.122
20.2250	-12.674
20.2500	-12.225
20.2750	-11.851
20.3000	-11.589
20.3250	-11.477
20.3500	-11.552
20.3750	-11.776
20.4000	-12.075
20.4250	-12.524
20.4500	-12.973
20.4750	-13.496
20.5000	-13.982
20.5250	-14.393
20.5500	-14.692
20.5750	-14.842
20.6000	-14.804
20.6250	-14.618
20.6500	-14.356
20.6750	-13.982
20.7000	-13.533
20.7250	-13.047
20.7500	-12.561
20.7750	-12.150
20.8000	-11.776
20.8250	-11.552
20.8500	-11.477
20.8750	-11.589
20.9000	-11.814
20.9250	-12.188
20.9500	-12.636
20.9750	-13.122
21.0000	-13.608
21.0250	-14.094
21.0500	-14.468
21.0750	-14.730
21.1000	-14.842
21.1250	-14.767
21.1500	-14.543
21.1750	-14.244
21.2000	-13.870
21.2250	-13.421
21.2500	-12.935
21.2750	-12.449
21.3000	-12.038
21.3250	-11.739
21.3500	-11.552
21.3750	-11.515
21.4000	-11.627
21.4250	-11.888
21.4500	-12.262
21.4750	-12.711
21.5000	-13.197
21.5250	-13.683
21.5500	-14.132
21.5750	-14.505
21.6000	-14.767
21.6250	-14.804
21.6500	-14.730
21.6750	-14.505
21.7000	-14.169
21.7250	-13.758
21.7500	-13.309
21.7750	-12.823
21.8000	-12.374
21.8250	-11.963
21.8500	-11.664
21.8750	-11.515
21.9000	-11.515
21.9250	-11.664
21.9500	-11.926
21.9750	-12.337
22.0000	-12.786
22.0250	-13.309
22.0500	-13.795
22.0750	-14.244
22.1000	-14.618
22.1250	-14.804
22.1500	-14.842
22.1750	-14.730
22.2000	-14.468
22.2250	-14.094
22.2500	-13.683
22.2750	-13.234
22.3000	-12.748
22.3250	-12.300
22.3500	-11.926
22.3750	-11.627
22.4000	-11.515
22.4250	-11.552
22.4500	-11.739
22.4750	-12.038
22.5000	-12.449
22.5250	-12.898
22.5500	-13.384
22.5750	-13.870
22.6000	-14.318
22.6250	-14.618
22.6500	-14.804
22.6750	-14.842
22.7000	-14.692
22.7250	-14.431
22.7500	-14.057
22.7750	-13.608
22.8000	-13.122
22.8250	-12.674
22.8500	-12.188
22.8750	-11.814
22.9000	-11.552
22.9250	-11.477
22.9500	-11.552
22.9750	-11.776
23.0000	-12.113
23.0250	-12.524
23.0500	-13.010
23.0750	-13.533
23.1000	-13.982
23.1250	-14.393
23.1500	-14.692
23.1750	-14.804
23.2000	-14.804
23.2250	-14.618
23.2500	-14.318
23.2750	-13.945
23.3000	-13.533
23.3250	-13.047
23.3500	-12.561
23.3750	-12.113
23.4000	-11.776
23.4250	-11.552
23.4500	-11.477
23.4750	-11.589
23.5000	-11.814
23.5250	-12.150
23.5500	-12.599
23.5750	-13.122
23.6000	-13.608
23.6250	-14.094
23.6500	-14.468
23.6750	-14.767
